"UniqueID","RANK","sign-DISC","sign-REPL","NEW-Entrez-ID","NEW-Gene-ID","DISC: WB","Weight","Zscore","Direction","P","REPL: WB","Weight","Zscore","Direction","P","META: Weight","META: Zscore","META:Direction","META: P","REPL-cerebellum","Weight","Effect","SE","P","REPL-frontalcortex","Weight","Effect","SE","P","REPL-CD4+","Weight","Zscore","P","REPL-CD8+","Weight","Effect","SE","P","REPL-CD14+/monocytes","Weight","Zscore","P","REPL-LCLs","Weight","Effect","SE","P","REPL-LYMPHOCYTES","Weight","Effect","SE","P","REPL-PBMCs","Weight","Zscore","P"
40454,"n","n","n",404550,"C16orf74","-----+",7257,-3.721,"-",1.99E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34655,"n","n","n",4591,"TRIM37","+-----",7257,-3.719,"-",2.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37645,"n","n","n",116028,"RMI2","---+--",7257,-3.719,"-",2.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39809,"n","n","n",6117,"RPA1","------",7257,-3.718,"-",2.01E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41494,"n","n","n",55197,"RPRD1A","----+-",7257,-3.718,"-",2.01E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60302,"n","n","n",23411,"SIRT1","--+---",7257,-3.717,"-",2.02E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57258,"n","n","n",8661,"EIF3A","--+---",7257,-3.716,"-",2.02E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16369,"n","n","n",9215,"LARGE","+---+-",7257,-3.714,"-",2.04E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60179,"n","n","n",90668,"LRRC16B","+++-++",7257,3.712,"+",2.05E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36027,"n","n","n",116092,"DNTTIP1","+++?++",6376,3.712,"+",2.06E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62047,"n","n","n",84466,"MEGF10","++++++",7257,3.71,"+",2.08E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22400,"n","n","n",84078,"KBTBD7","+-++++",7257,3.709,"+",2.08E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63329,"n","n","n",3717,"JAK2","++++-+",7257,3.708,"+",2.09E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62307,"n","n","n",10514,"MYBBP1A","------",7257,-3.708,"-",2.09E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45135,"n","n","n",56902,"PNO1","------",7257,-3.708,"-",2.09E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24498,"n","n","n",51088,"KLHL5","--+---",7257,-3.708,"-",2.09E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4863,"n","n","n",11006,"LILRB4","++++-+",7257,3.707,"+",2.10E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24282,"n","n","n",128869,"PIGU","+-----",7257,-3.707,"-",2.10E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33413,"n","n","n",23534,"TNPO3","++-+++",7257,3.707,"+",2.10E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43591,"n","n","n",3484,"IGFBP1","++++++",7257,3.706,"+",2.10E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33978,"n","n","n",7159,"TP53BP2","---+++",7257,3.703,"+",2.13E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9384,"n","n","n",51067,"YARS2","-+++--",7257,-3.703,"-",2.13E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19000,"n","n","n",9648,"GCC2","--+---",7257,-3.702,"-",2.14E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"n","n","n",257106,"ARHGAP30","++++++",7257,3.701,"+",2.15E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27694,"n","n","n",54816,"ZNF280D","--+-+-",7257,-3.7,"-",2.15E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42810,"n","n","n",22931,"RAB18","--+---",7257,-3.7,"-",2.16E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62496,"n","n","n",116173,"CMTM5","+++++-",7257,3.7,"+",2.16E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25212,"n","n","n",92399,"MRRF","----+-",7257,-3.7,"-",2.16E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17144,"n","n","n",57192,"MCOLN1","++-++-",7257,3.699,"+",2.16E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60913,"n","n","n",2771,"GNAI2","++++-+",7257,3.699,"+",2.16E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64028,"n","n","n",57104,"PNPLA2","++++++",7257,3.699,"+",2.16E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27466,"n","n","n",23043,"TNIK","---+--",7257,-3.699,"-",2.17E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43025,"n","n","n",84277,"DNAJC30","------",7257,-3.699,"-",2.17E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42684,"n","n","n",3159,"HMGA1","-----+",7257,-3.697,"-",2.18E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61465,"n","n","n",124961,"ZFP3","---+--",7257,-3.697,"-",2.18E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22568,"n","n","n",84908,"FAM136A","------",7257,-3.696,"-",2.19E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59156,"n","n","n",5819,"PVRL2","+++?++",6376,3.696,"+",2.19E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57570,"n","n","n",161198,"CLEC14A","++++++",7257,3.695,"+",2.20E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51439,"n","n","n",9928,"KIF14","----+-",7257,-3.695,"-",2.20E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11653,"n","n","n",4170,"MCL1","--++-+",7257,3.695,"+",2.20E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42251,"n","n","n",733,"C8G","++++++",7257,3.694,"+",2.21E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8997,"n","n","n",126731,"CCSAP","+-++-+",7257,3.693,"+",2.22E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60973,"n","n","n",84817,"TXNDC17","++++++",7257,3.693,"+",2.22E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9506,"n","n","n",54675,"CRLS1","--+++-",7257,-3.692,"-",2.23E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21266,"n","n","n",79836,"LONRF3","+-++-+",7257,3.691,"+",2.23E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22065,"n","n","n",23446,"SLC44A1","+-++++",7257,3.691,"+",2.23E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16797,"n","n","n",780,"DDR1","---+--",7257,-3.691,"-",2.23E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42362,"n","n","n",100129828,"CACHD1","+++-+-",7257,-3.691,"-",2.24E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55122,"n","n","n",54849,"DEF8","++++++",7257,3.691,"+",2.24E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005,"n","n","n",126003,"TRAPPC5","+++++-",7257,3.69,"+",2.24E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20859,"n","n","n",83657,"DYNLRB2","+++?+-",6376,3.69,"+",2.25E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19361,"n","n","n",5597,"MAPK6","---+--",7257,-3.687,"-",2.27E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62615,"n","n","n",4689,"NCF4","+++-+-",7257,3.686,"+",2.28E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42270,"n","n","n",8542,"APOL1","-+++++",7257,3.685,"+",2.29E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62213,"n","n","n",9512,"PMPCB","---+--",7257,-3.685,"-",2.29E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,"n","n","n",23205,"ACSBG1","+++++-",7257,3.684,"+",2.30E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57793,"n","n","n",57150,"SMIM8","--+---",7257,-3.682,"-",2.31E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54991,"n","n","n",90203,"SNX21","++++++",7257,3.682,"+",2.32E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19627,"n","n","n",4582,"MUC1","++-+++",7257,3.682,"+",2.32E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39841,"n","n","n",2355,"FOSL2","+++--+",7257,3.682,"+",2.32E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10181,"n","n","n",4697,"NDUFA4","++++++",7257,3.681,"+",2.32E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13942,"n","n","n",29123,"ANKRD11","-----+",7257,-3.68,"-",2.33E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53588,"n","n","n",112950,"MED8","-+++++",7257,3.679,"+",2.34E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27490,"n","n","n",3984,"LIMK1","++-+++",7257,3.679,"+",2.35E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17082,"n","n","n",79017,"GGCT","--++-+",7257,-3.678,"-",2.35E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12037,"n","n","n",23378,"RRP8","------",7257,-3.676,"-",2.37E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34041,"n","n","n",9326,"ZNHIT3","---++-",7257,-3.675,"-",2.38E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6244,"n","n","n",57591,"MKL1","++++++",7257,3.674,"+",2.39E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20681,"n","n","n",51608,"GET4","-+-+++",7257,3.672,"+",2.41E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3334,"n","n","n",5797,"PTPRM","++++-+",7257,3.669,"+",2.43E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36922,"n","n","n",51259,"TMEM216","++++++",7257,3.668,"+",2.44E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14144,"n","n","n",55794,"DDX28","------",7257,-3.668,"-",2.44E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,"n","n","n",10284,"SAP18","-+----",7257,-3.668,"-",2.44E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60818,"n","n","n",92912,"UBE2Q2","------",7257,-3.668,"-",2.45E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28208,"n","n","n",8082,"SSPN","--++--",7257,-3.668,"-",2.45E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24196,"n","n","n",163087,"ZNF383","------",7257,-3.666,"-",2.46E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12818,"n","n","n",28988,"DBNL","++++++",7257,3.666,"+",2.47E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33861,"n","n","n",84188,"FAR1","++++++",7257,3.665,"+",2.47E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38438,"n","n","n",92815,"HIST3H2A","++-?+-",6376,3.665,"+",2.48E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40582,"n","n","n",283234,"CCDC88B","+++-++",7257,3.664,"+",2.48E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38714,"n","n","n",486,"FXYD2","------",7257,-3.664,"-",2.49E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17168,"n","n","n",10726,"NUDC","-----+",7257,-3.663,"-",2.49E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1611,"n","n","n",26052,"DNM3","+++-++",7257,3.663,"+",2.50E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54432,"n","n","n",27042,"DIEXF","-+----",7257,-3.663,"-",2.50E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49628,"n","n","n",10051,"SMC4","--+---",7257,-3.661,"-",2.51E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47226,"n","n","n",26272,"FBXO4","------",7257,-3.66,"-",2.52E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39437,"n","n","n",4067,"LYN","++++++",7257,3.66,"+",2.52E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11044,"n","n","n",120526,"DNAJC24","+-----",7257,-3.659,"-",2.53E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23382,"n","n","n",10585,"POMT1","------",7257,-3.657,"-",2.55E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38734,"n","n","n",6277,"S100A6","+++?+-",6376,3.655,"+",2.57E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58221,"n","n","n",4210,"MEFV","++++++",7257,3.655,"+",2.57E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45231,"n","n","n",7398,"USP1","-+-?--",6376,-3.654,"-",2.58E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31173,"n","n","n",3155,"HMGCL","+-++++",7257,3.652,"+",2.60E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61974,"n","n","n",55214,"LEPREL1","--+---",7257,-3.652,"-",2.60E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4144,"n","n","n",56548,"CHST7","+-+-++",7257,3.652,"+",2.61E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32566,"n","n","n",117143,"TADA1","--+---",7257,-3.651,"-",2.61E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30242,"n","n","n",10971,"YWHAQ","+--+++",7257,3.65,"+",2.62E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30164,"n","n","n",9637,"FEZ2","+-++-+",7257,3.649,"+",2.63E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20696,"n","n","n",118924,"FRA10AC1","-+----",7257,-3.648,"-",2.64E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12952,"n","n","n",387521,"TMEM189","++-+++",7257,3.648,"+",2.64E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65940,"n","n","n",5427,"POLE2","---++-",7257,-3.648,"-",2.64E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46341,"n","n","n",3759,"KCNJ2","+-+-++",7257,3.647,"+",2.66E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34088,"n","n","n",79709,"COLGALT1","++-+++",7257,3.646,"+",2.66E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59002,"n","n","n",3257,"HPS1","++++++",7257,3.646,"+",2.67E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28244,"n","n","n",79750,"ZNF385D","-+--+-",7257,-3.643,"-",2.69E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36966,"n","n","n",1195,"CLK1","--+---",7257,-3.643,"-",2.69E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44059,"n","n","n",116068,"LYSMD3","--+---",7257,-3.643,"-",2.70E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25081,"n","n","n",80216,"ALPK1","+++-++",7257,3.642,"+",2.70E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51599,"n","n","n",182,"JAG1","++++-+",7257,3.642,"+",2.71E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14568,"n","n","n",90355,"C5orf30","+-++-+",7257,3.642,"+",2.71E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52619,"n","n","n",144577,"C12orf66","------",7257,-3.642,"-",2.71E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63236,"n","n","n",51000,"SLC35B3","------",7257,-3.641,"-",2.72E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36952,"n","n","n",1973,"EIF4A1","---?--",6376,-3.641,"-",2.72E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42423,"n","n","n",9741,"LAPTM4A","+-+?-+",6376,3.641,"+",2.72E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15242,"n","n","n",90025,"UBE3D","--+---",7257,-3.64,"-",2.72E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34944,"n","n","n",7336,"UBE2V2","--+---",7257,-3.64,"-",2.72E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22938,"n","n","n",9124,"PDLIM1","++-++-",7257,3.64,"+",2.73E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26725,"n","n","n",284415,"VSTM1","++++-+",7257,3.64,"+",2.73E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2185,"n","n","n",79038,"ZFYVE21","++++++",7257,3.64,"+",2.73E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33429,"n","n","n",23604,"DAPK2","++++-+",7257,3.639,"+",2.74E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13411,"n","n","n",23230,"VPS13A","+--+--",7257,-3.639,"-",2.74E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26562,"n","n","n",2787,"GNG5","++++++",7257,3.638,"+",2.75E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41372,"n","n","n",817,"CAMK2D","-+----",7257,-3.638,"-",2.75E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5451,"n","n","n",9905,"SGSM2","------",7257,-3.638,"-",2.75E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24102,"n","n","n",254552,"NUDT8","++--++",7257,3.637,"+",2.75E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,"n","n","n",4221,"MEN1","-+----",7257,-3.637,"-",2.76E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40376,"n","n","n",284119,"PTRF","++++++",7257,3.634,"+",2.79E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32225,"n","n","n",157247,"MGC27345","-----+",7257,-3.634,"-",2.79E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4642,"n","n","n",8218,"CLTCL1","--++-+",7257,3.634,"+",2.79E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53452,"n","n","n",84693,"MCEE","------",7257,-3.632,"-",2.81E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46156,"n","n","n",84173,"ELMOD3","++++++",7257,3.632,"+",2.81E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61150,"n","n","n",11079,"RER1","-+-+++",7257,3.632,"+",2.81E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44353,"n","n","n",7436,"VLDLR","+++-++",7257,3.631,"+",2.82E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41986,"n","n","n",79098,"C1orf116","++++++",7257,3.631,"+",2.83E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,"n","n","n",54855,"FAM46C","+++++-",7257,3.63,"+",2.83E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68540,"n","n","n",8733,"GPAA1","-+-+++",7257,3.629,"+",2.84E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40580,"n","n","n",11156,"PTP4A3","------",7257,-3.629,"-",2.85E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,"n","n","n",401548,"SNX30","+-++++",7257,3.629,"+",2.85E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31529,"n","n","n",22822,"PHLDA1","++++++",7257,3.629,"+",2.85E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,"n","n","n",2186,"BPTF","--+---",7257,-3.628,"-",2.86E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45078,"n","n","n",10162,"LPCAT3","++++++",7257,3.628,"+",2.86E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44547,"n","n","n",64753,"CCDC136","++-+++",7257,3.627,"+",2.87E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65425,"n","n","n",8905,"AP1S2","+-++++",7257,3.627,"+",2.87E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46291,"n","n","n",440138,"ALG11","---+--",7257,-3.626,"-",2.88E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22076,"n","n","n",57801,"HES4","+++++-",7257,3.626,"+",2.88E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6351,"n","n","n",375775,"PNPLA7","-+-?-+",6376,-3.624,"-",2.90E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4424,"n","n","n",51692,"CPSF3","---+--",7257,-3.624,"-",2.91E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44346,"n","n","n",161502,"C15orf26","++-++-",7257,3.623,"+",2.92E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12399,"n","n","n",64786,"TBC1D15","--+-+-",7257,-3.622,"-",2.92E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2895,"n","n","n",8216,"LZTR1","++-+++",7257,3.622,"+",2.93E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40131,"n","n","n",57212,"TP73-AS1","------",7257,-3.621,"-",2.94E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3704,"n","n","n",100129828,"SIRPB1","+++?++",6376,3.621,"+",2.94E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16883,"n","n","n",20,"ABCA2","++-?-+",6376,3.619,"+",2.96E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37543,"n","n","n",391,"RHOG","++++++",7257,3.619,"+",2.96E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36991,"n","n","n",26130,"GAPVD1","---+--",7257,-3.617,"-",2.98E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20101,"n","n","n",55728,"N4BP2","---+--",7257,-3.615,"-",3.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
