"UniqueID","RANK","sign-DISC","sign-REPL","NEW-Entrez-ID","NEW-Gene-ID","DISC: WB","Weight","Zscore","Direction","P","REPL: WB","Weight","Zscore","Direction","P","META: Weight","META: Zscore","META:Direction","META: P","REPL-cerebellum","Weight","Effect","SE","P","REPL-frontalcortex","Weight","Effect","SE","P","REPL-CD4+","Weight","Zscore","P","REPL-CD8+","Weight","Effect","SE","P","REPL-CD14+/monocytes","Weight","Zscore","P","REPL-LCLs","Weight","Effect","SE","P","REPL-LYMPHOCYTES","Weight","Effect","SE","P","REPL-PBMCs","Weight","Zscore","P"
35688,"n","n","n",8519,"IFITM1","++++++",7257,3.845,"+",1.20E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47113,"n","n","n",348094,"ANKDD1A","++++++",7257,3.845,"+",1.20E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27062,"n","n","n",26015,"RPAP1","------",7257,-3.845,"-",1.21E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28110,"n","n","n",57655,"GRAMD1A","------",7257,-3.842,"-",1.22E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27868,"n","n","n",7779,"SLC30A1","+-++-+",7257,3.841,"+",1.22E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12190,"n","n","n",6341,"SCO1","----+-",7257,-3.841,"-",1.23E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67510,"n","n","n",126069,"ZNF491","---+--",7257,-3.839,"-",1.23E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29084,"n","n","n",55755,"CDK5RAP2","---++-",7257,-3.838,"-",1.24E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35762,"n","n","n",2289,"FKBP5","--++++",7257,3.838,"+",1.24E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9835,"n","n","n",56963,"RGMA","++++++",7257,3.837,"+",1.24E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37065,"n","n","n",6197,"RPS6KA3","--+---",7257,-3.835,"-",1.25E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47493,"n","n","n",79670,"ZCCHC6","++++-+",7257,3.835,"+",1.25E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8924,"n","n","n",340419,"RSPO2","++++++",7257,3.835,"+",1.26E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64085,"n","n","n",90627,"STARD13","++++++",7257,3.835,"+",1.26E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68382,"n","n","n",56172,"ANKH","------",7257,-3.834,"-",1.26E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50026,"n","n","n",51322,"WAC","--+---",7257,-3.833,"-",1.27E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42119,"n","n","n",26286,"ARFGAP3","--+---",7257,-3.833,"-",1.27E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15574,"n","n","n",2029,"ENSA","-+-+++",7257,3.832,"+",1.27E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19207,"n","n","n",599,"BCL2L2","++++-+",7257,3.832,"+",1.27E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25216,"n","n","n",83707,"TRPT1","---?-+",6376,-3.832,"-",1.27E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7466,"n","n","n",51095,"TRNT1","------",7257,-3.831,"-",1.27E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59141,"n","n","n",10714,"POLD3","++++++",7257,3.829,"+",1.29E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43908,"n","n","n",1175,"AP2S1","++-+++",7257,3.828,"+",1.29E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35177,"n","n","n",80169,"CTC1","------",7257,-3.828,"-",1.29E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31136,"n","n","n",84939,"MUM1","-+----",7257,-3.827,"-",1.30E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50274,"n","n","n",55055,"ZWILCH","+-----",7257,-3.827,"-",1.30E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43568,"n","n","n",2271,"FH","------",7257,-3.827,"-",1.30E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37528,"n","n","n",283989,"TSEN54","++-+++",7257,3.826,"+",1.30E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31869,"n","n","n",55112,"WDR60","------",7257,-3.822,"-",1.32E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67964,"n","n","n",25900,"IFFO1","+-++++",7257,3.822,"+",1.32E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40865,"n","n","n",10461,"MERTK","++++++",7257,3.822,"+",1.33E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59642,"n","n","n",10013,"HDAC6","++-+++",7257,3.822,"+",1.33E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3971,"n","n","n",5359,"PLSCR1","++++-+",7257,3.822,"+",1.33E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44827,"n","n","n",92342,"METTL18","------",7257,-3.819,"-",1.34E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38435,"n","n","n",1176,"AP3S1","+-++++",7257,3.818,"+",1.34E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16971,"n","n","n",22906,"TRAK1","++++++",7257,3.818,"+",1.35E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34147,"n","n","n",11118,"BTN3A2","-+-+++",7257,3.817,"+",1.35E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42055,"n","n","n",1326,"MAP3K8","+-+--+",7257,3.816,"+",1.36E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8583,"n","n","n",257160,"RNF214","+-----",7257,-3.816,"-",1.36E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46057,"n","n","n",340198,"IFITM4P","++-+++",7257,3.815,"+",1.36E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19889,"n","n","n",55311,"ZNF444","-----+",7257,-3.815,"-",1.36E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34190,"n","n","n",79016,"DDA1","++++++",7257,3.815,"+",1.36E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43965,"n","n","n",7462,"LAT2","-+++-+",7257,3.815,"+",1.36E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61837,"n","n","n",10224,"ZNF443","------",7257,-3.812,"-",1.38E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21183,"n","n","n",23112,"TNRC6B","------",7257,-3.811,"-",1.38E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52186,"n","n","n",9874,"TLK1","+-----",7257,-3.811,"-",1.38E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62541,"n","n","n",26086,"GPSM1","-----+",7257,-3.811,"-",1.38E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14356,"n","n","n",23431,"AP4E1","------",7257,-3.811,"-",1.39E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65962,"n","n","n",83706,"FERMT3","++-+++",7257,3.81,"+",1.39E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41331,"n","n","n",5283,"PIGH","--+---",7257,-3.809,"-",1.40E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55404,"n","n","n",29925,"GMPPB","-----+",7257,-3.809,"-",1.40E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28453,"n","n","n",11103,"KRR1","------",7257,-3.805,"-",1.42E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35630,"n","n","n",286183,"NKAIN3","++++++",7257,3.805,"+",1.42E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67761,"n","n","n",10127,"ZNF263","--+--+",7257,-3.805,"-",1.42E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3495,"n","n","n",51444,"RNF138","--+---",7257,-3.804,"-",1.42E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50033,"n","n","n",861,"RUNX1","++-+++",7257,3.803,"+",1.43E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48553,"n","n","n",55793,"FAM63A","+++--+",7257,3.802,"+",1.43E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15864,"n","n","n",7753,"ZNF202","------",7257,-3.802,"-",1.44E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52983,"n","n","n",51729,"WBP11","------",7257,-3.802,"-",1.44E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53973,"n","n","n",25998,"IBTK","--+---",7257,-3.801,"-",1.44E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20342,"n","n","n",85865,"GTPBP10","---+--",7257,-3.8,"-",1.45E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23593,"n","n","n",54069,"MIS18A","------",7257,-3.799,"-",1.45E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7362,"n","n","n",26133,"TRPC4AP","+++?-+",6376,3.797,"+",1.46E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51406,"n","n","n",9692,"KIAA0391","--++--",7257,-3.797,"-",1.46E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68183,"n","n","n",8521,"GCM1","+++?++",6376,3.797,"+",1.47E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55480,"n","n","n",10427,"SEC24B","+-+---",7257,-3.796,"-",1.47E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25117,"n","n","n",201161,"CENPV","-+-++-",7257,-3.793,"-",1.49E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4029,"n","n","n",10482,"NXF1","++--++",7257,3.792,"+",1.50E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8516,"n","n","n",92691,"TMEM169","------",7257,-3.79,"-",1.50E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59978,"n","n","n",57001,"ACN9","------",7257,-3.79,"-",1.51E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11510,"n","n","n",4739,"NEDD9","-+++-+",7257,3.79,"+",1.51E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45106,"n","n","n",5800,"PTPRO","+-++++",7257,3.79,"+",1.51E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435,"n","n","n",7170,"TPM3","-+++++",7257,3.788,"+",1.52E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64803,"n","n","n",7220,"TRPC1","+-----",7257,-3.788,"-",1.52E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2842,"n","n","n",643008,"SMIM5","+++++-",7257,3.788,"+",1.52E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12102,"n","n","n",143,"PARP4","+--+++",7257,3.787,"+",1.53E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11536,"n","n","n",54834,"GDAP2","++++++",7257,3.786,"+",1.53E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49208,"n","n","n",55787,"TXLNG","---++-",7257,-3.786,"-",1.53E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43412,"n","n","n",972,"CD74","-+-+++",7257,3.786,"+",1.53E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56032,"n","n","n",134218,"DNAJC21","------",7257,-3.784,"-",1.54E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24585,"n","n","n",4976,"OPA1","+-----",7257,-3.782,"-",1.55E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63876,"n","n","n",22888,"UBOX5","+++-++",7257,3.781,"+",1.56E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31920,"n","n","n",80223,"RAB11FIP1","++++++",7257,3.78,"+",1.57E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52345,"n","n","n",132001,"TAMM41","+---+-",7257,-3.78,"-",1.57E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,"n","n","n",11051,"NUDT21","------",7257,-3.777,"-",1.59E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56962,"n","n","n",7153,"TOP2A","--++--",7257,-3.777,"-",1.59E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63693,"n","n","n",494470,"RNF165","++++++",7257,3.777,"+",1.59E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28237,"n","n","n",11054,"OGFR","++++++",7257,3.777,"+",1.59E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46589,"n","n","n",122970,"ACOT4","+++-++",7257,3.775,"+",1.60E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,"n","n","n",9321,"TRIP11","+-----",7257,-3.774,"-",1.61E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18361,"n","n","n",1791,"DNTT","-+----",7257,-3.773,"-",1.62E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25936,"n","n","n",54700,"RRN3","--+---",7257,-3.772,"-",1.62E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30841,"n","n","n",65265,"C8orf33","---+--",7257,-3.772,"-",1.62E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62004,"n","n","n",7466,"WFS1","-----+",7257,-3.772,"-",1.62E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41802,"n","n","n",9440,"MED17","-+----",7257,-3.772,"-",1.62E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59509,"n","n","n",51690,"LSM7","---+--",7257,-3.771,"-",1.63E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10345,"n","n","n",11193,"WBP4","--+---",7257,-3.771,"-",1.63E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65912,"n","n","n",9147,"NEMF","-+----",7257,-3.769,"-",1.64E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2377,"n","n","n",140947,"C5orf20","--+--+",7257,-3.769,"-",1.64E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7386,"n","n","n",6133,"RPL9","---+-+",7257,-3.767,"-",1.65E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5336,"n","n","n",26469,"PTPN18","++++++",7257,3.767,"+",1.65E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52659,"n","n","n",23408,"SIRT5","------",7257,-3.766,"-",1.66E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22269,"n","n","n",10072,"DPP3","++-+++",7257,3.766,"+",1.66E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16342,"n","n","n",219988,"PATL1","++++++",7257,3.766,"+",1.66E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39056,"n","n","n",5357,"PLS1","----+-",7257,-3.765,"-",1.66E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20632,"n","n","n",115761,"ARL11","++++++",7257,3.765,"+",1.66E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20027,"n","n","n",92714,"ARRDC1","-+++-+",7257,3.765,"+",1.67E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3112,"n","n","n",9296,"ATP6V1F","-+-+++",7257,3.764,"+",1.67E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14397,"n","n","n",1513,"CTSK","++++-+",7257,3.764,"+",1.67E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23411,"n","n","n",2547,"XRCC6","-----+",7257,-3.763,"-",1.68E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47399,"n","n","n",84628,"NTNG2","+++--+",7257,3.763,"+",1.68E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40001,"n","n","n",160418,"TMTC3","+-----",7257,-3.762,"-",1.69E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63938,"n","n","n",613,"BCR","++++++",7257,3.762,"+",1.69E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29136,"n","n","n",219790,"RTKN2","------",7257,-3.758,"-",1.71E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3365,"n","n","n",56005,"C19orf10","--+---",7257,-3.753,"-",1.75E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33693,"n","n","n",57563,"KLHL8","-+++-+",7257,3.753,"+",1.75E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51768,"n","n","n",1593,"CYP27A1","++++++",7257,3.752,"+",1.76E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43870,"n","n","n",23049,"SMG1","------",7257,-3.751,"-",1.76E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36552,"n","n","n",6477,"SIAH1","--+---",7257,-3.751,"-",1.76E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30797,"n","n","n",51282,"SCAND1","++++++",7257,3.751,"+",1.76E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47368,"n","n","n",343099,"CCDC18","--+---",7257,-3.75,"-",1.77E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64798,"n","n","n",49855,"SCAPER","---?--",6376,-3.75,"-",1.77E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24786,"n","n","n",9529,"BAG5","--+?--",6376,-3.75,"-",1.77E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43974,"n","n","n",79966,"SCD5","++-+++",7257,3.75,"+",1.77E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38722,"n","n","n",84981,"MIR22HG","+-++++",7257,3.748,"+",1.78E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43280,"n","n","n",139818,"DOCK11","+-+---",7257,-3.748,"-",1.78E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60569,"n","n","n",8925,"HERC1","------",7257,-3.748,"-",1.78E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42664,"n","n","n",124454,"EARS2","---+-+",7257,-3.748,"-",1.78E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5059,"n","n","n",55217,"TMLHE","+++?++",6376,3.748,"+",1.79E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57411,"n","n","n",196,"AHR","++++-+",7257,3.747,"+",1.79E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22559,"n","n","n",54522,"ANKRD16","------",7257,-3.747,"-",1.79E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28672,"n","n","n",348013,"TMEM255B","++++++",7257,3.746,"+",1.80E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44577,"n","n","n",399967,"PATE2","+++--+",7257,3.744,"+",1.81E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39725,"n","n","n",5239,"PGM5","++++++",7257,3.743,"+",1.82E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10067,"n","n","n",55802,"DCP1A","-+-+--",7257,-3.743,"-",1.82E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26493,"n","n","n",4987,"OPRL1","++++-+",7257,3.741,"+",1.83E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,"n","n","n",678,"ZFP36L2","-----+",7257,-3.741,"-",1.83E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7665,"n","n","n",8536,"CAMK1","++++++",7257,3.741,"+",1.83E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,"n","n","n",641455,"POTEM","++++++",7257,3.74,"+",1.84E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52207,"n","n","n",261734,"NPHP4","+-+?-+",6376,3.739,"+",1.85E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38874,"n","n","n",84930,"MASTL","+-----",7257,-3.738,"-",1.85E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3663,"n","n","n",57674,"RNF213","++-+++",7257,3.738,"+",1.86E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58487,"n","n","n",87178,"PNPT1","-++---",7257,-3.737,"-",1.87E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26572,"n","n","n",23313,"KIAA0930","--++++",7257,3.734,"+",1.88E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56932,"n","n","n",89781,"HPS4","---+--",7257,-3.733,"-",1.89E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64236,"n","n","n",57659,"ZBTB4","+-----",7257,-3.73,"-",1.91E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13312,"n","n","n",55677,"IWS1","---+--",7257,-3.73,"-",1.92E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8038,"n","n","n",10800,"CYSLTR1","+++++-",7257,3.729,"+",1.92E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33385,"n","n","n",4212,"MEIS2","+-++++",7257,3.729,"+",1.92E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,"n","n","n",900,"CCNG1","--++--",7257,-3.727,"-",1.94E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42691,"n","n","n",5788,"PTPRC","----+-",7257,-3.726,"-",1.95E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60217,"n","n","n",29105,"C16orf80","------",7257,-3.724,"-",1.96E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11955,"n","n","n",51805,"COQ3","---+--",7257,-3.723,"-",1.97E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62469,"n","n","n",55625,"ZDHHC7","++++-+",7257,3.722,"+",1.98E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40250,"n","n","n",6513,"SLC2A1","++-+++",7257,3.722,"+",1.98E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46791,"n","n","n",5495,"PPM1B","--+--+",7257,-3.721,"-",1.98E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
